SalesKey,DateKey,ProductKey,CustomerKey,EmployeeKey,Quantity,DiscountPercent,UnitPrice,UnitCost,GrossSales,DiscountAmount,NetSales,Cost,GrossProfit,InvoiceNumber
7891,20240209,1061,514,1016,33,0.1,81.65,45.45,2694.45,269.45,2425.0,1499.85,925.16,INV2024020907891
7892,20240209,1196,635,1011,36,0.0,29.55,36.06,1063.8,0.0,1063.8,1298.16,-234.36,INV2024020907892
7893,20240209,1173,717,1016,21,0.0,54.79,35.74,1150.59,0.0,1150.59,750.54,400.05,INV2024020907893
7894,20240209,1074,254,1006,95,0.0,74.78,43.16,7104.1,0.0,7104.1,4100.2,3003.9,INV2024020907894
7895,20240209,1245,641,1012,52,0.1,51.56,8.34,2681.12,268.11,2413.01,433.68,1979.33,INV2024020907895
7896,20240209,1037,514,1005,18,0.05,58.27,13.62,1048.86,52.44,996.42,245.16,751.26,INV2024020907896
7897,20240209,1107,268,1011,17,0.05,91.72,30.91,1559.24,77.96,1481.28,525.47,955.81,INV2024020907897
7898,20240209,1223,433,1004,9,0.0,69.16,11.45,622.44,0.0,622.44,103.05,519.39,INV2024020907898
7899,20240209,1035,60,1018,79,0.0,48.12,24.4,3801.48,0.0,3801.48,1927.6,1873.88,INV2024020907899
7900,20240209,1031,696,1011,29,0.15,16.39,14.91,475.31,71.3,404.01,432.39,-28.38,INV2024020907900
7901,20240209,1123,228,1011,4,0.0,34.38,36.63,137.52,0.0,137.52,146.52,-9.0,INV2024020907901
7902,20240209,1166,654,1010,88,0.05,45.77,33.05,4027.76,201.39,3826.37,2908.4,917.97,INV2024020907902
7903,20240209,1010,24,1016,75,0.1,67.21,17.51,5040.75,504.07,4536.67,1313.25,3223.42,INV2024020907903
7904,20240209,1253,631,1010,88,0.0,86.64,16.34,7624.32,0.0,7624.32,1437.92,6186.4,INV2024020907904
7905,20240209,1053,452,1010,12,0.1,36.94,41.77,443.28,44.33,398.95,501.24,-102.29,INV2024020907905
7906,20240209,1051,716,1014,62,0.0,93.99,16.93,5827.38,0.0,5827.38,1049.66,4777.72,INV2024020907906
7907,20240209,1307,437,1005,31,0.05,12.37,40.57,383.47,19.17,364.3,1257.67,-893.37,INV2024020907907
7908,20240209,1099,78,1014,68,0.0,22.21,33.92,1510.28,0.0,1510.28,2306.56,-796.28,INV2024020907908
7909,20240209,1338,296,1022,44,0.1,57.91,42.27,2548.04,254.8,2293.24,1859.88,433.36,INV2024020907909
7910,20240209,1133,194,1004,20,0.15,36.76,45.88,735.2,110.28,624.92,917.6,-292.68,INV2024020907910
7911,20240209,1152,380,1020,6,0.0,72.84,24.72,437.04,0.0,437.04,148.32,288.72,INV2024020907911
7912,20240209,1053,420,1004,45,0.0,36.94,41.77,1662.3,0.0,1662.3,1879.65,-217.35,INV2024020907912
7913,20240209,1059,419,1016,69,0.1,89.48,8.39,6174.12,617.41,5556.71,578.91,4977.8,INV2024020907913
7914,20240209,1222,548,1009,59,0.0,92.94,39.31,5483.46,0.0,5483.46,2319.29,3164.17,INV2024020907914
7915,20240209,1336,509,1008,14,0.15,22.58,45.19,316.12,47.42,268.7,632.66,-363.96,INV2024020907915
7916,20240209,1285,424,1005,79,0.2,13.94,18.2,1101.26,220.25,881.01,1437.8,-556.79,INV2024020907916
7917,20240209,1320,268,1013,81,0.1,46.55,41.33,3770.55,377.06,3393.5,3347.73,45.76,INV2024020907917
7918,20240209,1027,525,1022,79,0.0,21.32,28.97,1684.28,0.0,1684.28,2288.63,-604.35,INV2024020907918
7919,20240209,1249,350,1010,25,0.15,40.91,45.46,1022.75,153.41,869.34,1136.5,-267.16,INV2024020907919
7920,20240209,1290,232,1018,14,0.0,48.2,8.72,674.8,0.0,674.8,122.08,552.72,INV2024020907920
7921,20240209,1331,529,1014,92,0.2,14.6,7.04,1343.2,268.64,1074.56,647.68,426.88,INV2024020907921
7922,20240209,1135,439,1009,58,0.05,69.44,14.5,4027.52,201.38,3826.14,841.0,2985.14,INV2024020907922
7923,20240209,1034,664,1008,31,0.15,82.67,40.31,2562.77,384.42,2178.35,1249.61,928.74,INV2024020907923
7924,20240209,1052,553,1007,27,0.0,58.89,24.72,1590.03,0.0,1590.03,667.44,922.59,INV2024020907924
7925,20240209,1103,17,1009,41,0.0,13.62,48.08,558.42,0.0,558.42,1971.28,-1412.86,INV2024020907925
7926,20240209,1219,515,1010,52,0.1,30.18,34.55,1569.36,156.94,1412.42,1796.6,-384.18,INV2024020907926
7927,20240209,1216,485,1015,52,0.2,15.4,10.86,800.8,160.16,640.64,564.72,75.92,INV2024020907927
7928,20240209,1299,536,1017,36,0.15,43.03,11.2,1549.08,232.36,1316.72,403.2,913.52,INV2024020907928
7929,20240209,1112,232,1005,80,0.15,51.38,45.12,4110.4,616.56,3493.84,3609.6,-115.76,INV2024020907929
7930,20240209,1083,363,1006,50,0.2,54.49,36.34,2724.5,544.9,2179.6,1817.0,362.6,INV2024020907930
7931,20240209,1012,532,1008,99,0.05,24.71,37.81,2446.29,122.31,2323.98,3743.19,-1419.21,INV2024020907931
7932,20240209,1225,453,1013,77,0.0,74.94,21.65,5770.38,0.0,5770.38,1667.05,4103.33,INV2024020907932
7933,20240209,1094,21,1010,21,0.1,61.81,44.63,1298.01,129.8,1168.21,937.23,230.98,INV2024020907933
7934,20240209,1098,397,1012,47,0.0,91.62,29.04,4306.14,0.0,4306.14,1364.88,2941.26,INV2024020907934
7935,20240209,1114,685,1021,20,0.0,63.32,42.16,1266.4,0.0,1266.4,843.2,423.2,INV2024020907935
7936,20240209,1272,21,1009,72,0.05,92.57,6.72,6665.04,333.25,6331.79,483.84,5847.95,INV2024020907936
7937,20240209,1010,591,1013,84,0.1,67.21,17.51,5645.64,564.56,5081.08,1470.84,3610.24,INV2024020907937
7938,20240209,1123,589,1015,32,0.15,34.38,36.63,1100.16,165.02,935.14,1172.16,-237.02,INV2024020907938
7939,20240209,1308,701,1005,6,0.2,21.68,49.24,130.08,26.02,104.06,295.44,-191.38,INV2024020907939
7940,20240209,1237,87,1004,78,0.1,46.04,24.61,3591.12,359.11,3232.01,1919.58,1312.43,INV2024020907940
7941,20240209,1024,525,1007,34,0.0,58.54,39.31,1990.36,0.0,1990.36,1336.54,653.82,INV2024020907941
7942,20240209,1050,68,1018,36,0.0,99.65,49.93,3587.4,0.0,3587.4,1797.48,1789.92,INV2024020907942
7943,20240209,1074,83,1005,76,0.0,74.78,43.16,5683.28,0.0,5683.28,3280.16,2403.12,INV2024020907943
7944,20240209,1083,593,1006,34,0.15,54.49,36.34,1852.66,277.9,1574.76,1235.56,339.2,INV2024020907944
7945,20240209,1082,351,1020,16,0.15,16.55,43.24,264.8,39.72,225.08,691.84,-466.76,INV2024020907945
7946,20240209,1240,554,1005,44,0.0,33.04,9.63,1453.76,0.0,1453.76,423.72,1030.04,INV2024020907946
7947,20240209,1165,680,1016,35,0.2,23.89,34.47,836.15,167.23,668.92,1206.45,-537.53,INV2024020907947
7948,20240209,1221,352,1011,59,0.0,84.65,46.81,4994.35,0.0,4994.35,2761.79,2232.56,INV2024020907948
7949,20240209,1205,583,1022,58,0.2,15.72,10.11,911.76,182.35,729.41,586.38,143.03,INV2024020907949
7950,20240209,1336,224,1013,77,0.05,22.58,45.19,1738.66,86.93,1651.73,3479.63,-1827.9,INV2024020907950
7951,20240209,1209,669,1010,27,0.05,15.91,32.37,429.57,21.48,408.09,873.99,-465.9,INV2024020907951
7952,20240209,1173,633,1007,41,0.0,54.79,35.74,2246.39,0.0,2246.39,1465.34,781.05,INV2024020907952
7953,20240209,1215,686,1021,30,0.0,48.87,8.84,1466.1,0.0,1466.1,265.2,1200.9,INV2024020907953
7954,20240209,1071,90,1006,33,0.2,41.11,31.85,1356.63,271.33,1085.3,1051.05,34.25,INV2024020907954
7955,20240209,1101,222,1018,96,0.0,47.94,47.8,4602.24,0.0,4602.24,4588.8,13.44,INV2024020907955
7956,20240209,1262,373,1020,78,0.2,46.98,24.7,3664.44,732.89,2931.55,1926.6,1004.95,INV2024020907956
7957,20240209,1036,322,1011,48,0.0,68.16,34.41,3271.68,0.0,3271.68,1651.68,1620.0,INV2024020907957
7958,20240209,1015,522,1018,45,0.05,89.62,27.47,4032.9,201.64,3831.26,1236.15,2595.11,INV2024020907958
7959,20240209,1012,467,1016,84,0.2,24.71,37.81,2075.64,415.13,1660.51,3176.04,-1515.53,INV2024020907959
7960,20240209,1128,328,1017,54,0.05,67.41,47.48,3640.14,182.01,3458.13,2563.92,894.21,INV2024020907960
7961,20240209,1211,674,1007,91,0.0,20.3,40.69,1847.3,0.0,1847.3,3702.79,-1855.49,INV2024020907961
7962,20240209,1107,555,1014,97,0.0,91.72,30.91,8896.84,0.0,8896.84,2998.27,5898.57,INV2024020907962
7963,20240209,1166,424,1006,32,0.1,45.77,33.05,1464.64,146.46,1318.18,1057.6,260.58,INV2024020907963
7964,20240209,1131,550,1022,93,0.0,60.66,11.71,5641.38,0.0,5641.38,1089.03,4552.35,INV2024020907964
7965,20240209,1030,587,1016,36,0.05,15.76,16.16,567.36,28.37,538.99,581.76,-42.77,INV2024020907965
7966,20240209,1201,390,1007,7,0.0,88.27,14.72,617.89,0.0,617.89,103.04,514.85,INV2024020907966
7967,20240209,1185,123,1016,86,0.0,92.26,12.4,7934.36,0.0,7934.36,1066.4,6867.96,INV2024020907967
7968,20240209,1140,522,1018,25,0.2,37.69,12.47,942.25,188.45,753.8,311.75,442.05,INV2024020907968
7969,20240209,1101,218,1009,11,0.15,47.94,47.8,527.34,79.1,448.24,525.8,-77.56,INV2024020907969
7970,20240209,1128,111,1021,3,0.2,67.41,47.48,202.23,40.45,161.78,142.44,19.34,INV2024020907970
7971,20240209,1198,4,1011,69,0.0,20.99,13.54,1448.31,0.0,1448.31,934.26,514.05,INV2024020907971
7972,20240209,1297,472,1012,55,0.0,42.97,40.03,2363.35,0.0,2363.35,2201.65,161.7,INV2024020907972
7973,20240209,1193,678,1005,44,0.1,13.35,7.04,587.4,58.74,528.66,309.76,218.9,INV2024020907973
7974,20240209,1219,28,1013,97,0.0,30.18,34.55,2927.46,0.0,2927.46,3351.35,-423.89,INV2024020907974
7975,20240209,1170,127,1005,44,0.0,36.95,12.49,1625.8,0.0,1625.8,549.56,1076.24,INV2024020907975
7976,20240209,1072,670,1012,73,0.0,13.99,13.55,1021.27,0.0,1021.27,989.15,32.12,INV2024020907976
7977,20240209,1098,404,1012,48,0.2,91.62,29.04,4397.76,879.55,3518.21,1393.92,2124.29,INV2024020907977
7978,20240209,1202,686,1016,75,0.0,10.26,45.52,769.5,0.0,769.5,3414.0,-2644.5,INV2024020907978
7979,20240209,1338,467,1013,3,0.0,57.91,42.27,173.73,0.0,173.73,126.81,46.92,INV2024020907979
7980,20240209,1269,238,1010,72,0.15,29.98,47.59,2158.56,323.78,1834.78,3426.48,-1591.7,INV2024020907980
7981,20240209,1045,531,1016,55,0.2,17.21,48.24,946.55,189.31,757.24,2653.2,-1895.96,INV2024020907981
7982,20240209,1231,273,1008,73,0.0,54.76,10.4,3997.48,0.0,3997.48,759.2,3238.28,INV2024020907982
7983,20240209,1221,269,1015,97,0.2,84.65,46.81,8211.05,1642.21,6568.84,4540.57,2028.27,INV2024020907983
7984,20240209,1027,177,1012,87,0.15,21.32,28.97,1854.84,278.23,1576.61,2520.39,-943.78,INV2024020907984
7985,20240209,1281,69,1012,67,0.15,80.97,5.73,5424.99,813.75,4611.24,383.91,4227.33,INV2024020907985
7986,20240209,1169,28,1021,43,0.0,98.05,9.07,4216.15,0.0,4216.15,390.01,3826.14,INV2024020907986
7987,20240209,1103,143,1011,58,0.0,13.62,48.08,789.96,0.0,789.96,2788.64,-1998.68,INV2024020907987
7988,20240209,1256,584,1021,57,0.0,83.19,40.62,4741.83,0.0,4741.83,2315.34,2426.49,INV2024020907988
7989,20240209,1127,614,1013,16,0.15,34.69,29.04,555.04,83.26,471.78,464.64,7.14,INV2024020907989
7990,20240209,1248,162,1004,60,0.2,55.12,32.23,3307.2,661.44,2645.76,1933.8,711.96,INV2024020907990
7991,20240209,1298,266,1013,55,0.0,43.39,25.25,2386.45,0.0,2386.45,1388.75,997.7,INV2024020907991
7992,20240209,1123,400,1008,46,0.15,34.38,36.63,1581.48,237.22,1344.26,1684.98,-340.72,INV2024020907992
7993,20240209,1218,428,1021,72,0.0,41.65,32.02,2998.8,0.0,2998.8,2305.44,693.36,INV2024020907993
7994,20240209,1231,202,1022,43,0.2,54.76,10.4,2354.68,470.94,1883.74,447.2,1436.54,INV2024020907994
7995,20240209,1221,202,1016,1,0.05,84.65,46.81,84.65,4.23,80.42,46.81,33.61,INV2024020907995
7996,20240209,1200,503,1009,63,0.1,80.83,49.5,5092.29,509.23,4583.06,3118.5,1464.56,INV2024020907996
7997,20240209,1022,644,1020,43,0.1,33.71,44.41,1449.53,144.95,1304.58,1909.63,-605.05,INV2024020907997
7998,20240209,1047,395,1017,88,0.05,69.16,8.69,6086.08,304.3,5781.78,764.72,5017.06,INV2024020907998
7999,20240209,1263,332,1009,93,0.1,77.72,32.48,7227.96,722.8,6505.16,3020.64,3484.52,INV2024020907999
8000,20240209,1203,204,1019,13,0.0,12.32,34.75,160.16,0.0,160.16,451.75,-291.59,INV2024020908000
8001,20240210,1306,18,1012,58,0.2,30.18,21.27,1750.44,350.09,1400.35,1233.66,166.69,INV2024021008001
8002,20240210,1139,99,1007,66,0.0,30.23,10.16,1995.18,0.0,1995.18,670.56,1324.62,INV2024021008002
8003,20240210,1163,429,1021,33,0.2,96.88,10.68,3197.04,639.41,2557.63,352.44,2205.19,INV2024021008003
8004,20240210,1196,522,1008,78,0.0,29.55,36.06,2304.9,0.0,2304.9,2812.68,-507.78,INV2024021008004
8005,20240210,1251,503,1004,74,0.0,35.46,21.78,2624.04,0.0,2624.04,1611.72,1012.32,INV2024021008005
8006,20240210,1267,280,1018,4,0.0,88.67,33.85,354.68,0.0,354.68,135.4,219.28,INV2024021008006
8007,20240210,1266,548,1015,80,0.2,82.11,41.76,6568.8,1313.76,5255.04,3340.8,1914.24,INV2024021008007
8008,20240210,1201,579,1017,33,0.0,88.27,14.72,2912.91,0.0,2912.91,485.76,2427.15,INV2024021008008
8009,20240210,1132,184,1015,13,0.15,47.46,30.11,616.98,92.55,524.43,391.43,133.0,INV2024021008009
8010,20240210,1332,634,1016,5,0.0,50.53,22.39,252.65,0.0,252.65,111.95,140.7,INV2024021008010
8011,20240210,1281,680,1006,8,0.05,80.97,5.73,647.76,32.39,615.37,45.84,569.53,INV2024021008011
8012,20240210,1314,124,1017,43,0.05,86.13,45.27,3703.59,185.18,3518.41,1946.61,1571.8,INV2024021008012
8013,20240210,1305,33,1010,64,0.05,73.86,12.09,4727.04,236.35,4490.69,773.76,3716.93,INV2024021008013
8014,20240210,1281,297,1006,72,0.05,80.97,5.73,5829.84,291.49,5538.35,412.56,5125.79,INV2024021008014
8015,20240210,1269,530,1012,95,0.0,29.98,47.59,2848.1,0.0,2848.1,4521.05,-1672.95,INV2024021008015
8016,20240210,1188,580,1007,85,0.0,42.92,41.21,3648.2,0.0,3648.2,3502.85,145.35,INV2024021008016
8017,20240210,1196,30,1005,74,0.0,29.55,36.06,2186.7,0.0,2186.7,2668.44,-481.74,INV2024021008017
8018,20240210,1104,515,1006,21,0.1,23.71,5.92,497.91,49.79,448.12,124.32,323.8,INV2024021008018
8019,20240210,1320,698,1004,55,0.0,46.55,41.33,2560.25,0.0,2560.25,2273.15,287.1,INV2024021008019
8020,20240210,1110,215,1008,75,0.15,43.35,24.28,3251.25,487.69,2763.56,1821.0,942.56,INV2024021008020
8021,20240210,1193,266,1012,63,0.1,13.35,7.04,841.05,84.1,756.94,443.52,313.42,INV2024021008021
8022,20240210,1075,475,1021,88,0.15,46.22,23.38,4067.36,610.1,3457.26,2057.44,1399.82,INV2024021008022
8023,20240210,1270,87,1016,61,0.1,55.18,7.4,3365.98,336.6,3029.38,451.4,2577.98,INV2024021008023
8024,20240210,1058,666,1022,92,0.0,59.65,38.36,5487.8,0.0,5487.8,3529.12,1958.68,INV2024021008024
8025,20240210,1039,448,1022,31,0.05,85.24,49.97,2642.44,132.12,2510.32,1549.07,961.25,INV2024021008025
8026,20240210,1015,135,1010,76,0.0,89.62,27.47,6811.12,0.0,6811.12,2087.72,4723.4,INV2024021008026
8027,20240210,1055,2,1010,45,0.0,74.59,32.22,3356.55,0.0,3356.55,1449.9,1906.65,INV2024021008027
8028,20240210,1197,445,1018,24,0.0,43.06,49.14,1033.44,0.0,1033.44,1179.36,-145.92,INV2024021008028
8029,20240210,1226,9,1020,63,0.0,65.61,12.08,4133.43,0.0,4133.43,761.04,3372.39,INV2024021008029
8030,20240210,1068,400,1006,45,0.05,27.38,6.06,1232.1,61.6,1170.49,272.7,897.79,INV2024021008030
8031,20240210,1322,650,1020,28,0.0,38.74,43.77,1084.72,0.0,1084.72,1225.56,-140.84,INV2024021008031
8032,20240210,1055,240,1017,82,0.05,74.59,32.22,6116.38,305.82,5810.56,2642.04,3168.52,INV2024021008032
8033,20240210,1125,588,1008,33,0.2,34.88,38.24,1151.04,230.21,920.83,1261.92,-341.09,INV2024021008033
8034,20240210,1004,435,1010,15,0.0,72.83,41.26,1092.45,0.0,1092.45,618.9,473.55,INV2024021008034
8035,20240210,1139,10,1022,28,0.0,30.23,10.16,846.44,0.0,846.44,284.48,561.96,INV2024021008035
8036,20240210,1034,180,1022,59,0.05,82.67,40.31,4877.53,243.88,4633.65,2378.29,2255.36,INV2024021008036
8037,20240210,1150,489,1004,28,0.1,51.58,44.12,1444.24,144.42,1299.82,1235.36,64.46,INV2024021008037
8038,20240210,1110,240,1022,40,0.0,43.35,24.28,1734.0,0.0,1734.0,971.2,762.8,INV2024021008038
8039,20240210,1132,472,1020,76,0.15,47.46,30.11,3606.96,541.04,3065.92,2288.36,777.56,INV2024021008039
8040,20240210,1163,719,1018,87,0.0,96.88,10.68,8428.56,0.0,8428.56,929.16,7499.4,INV2024021008040
8041,20240210,1281,216,1011,30,0.05,80.97,5.73,2429.1,121.46,2307.64,171.9,2135.74,INV2024021008041
8042,20240210,1102,404,1011,88,0.2,99.99,29.27,8799.12,1759.82,7039.3,2575.76,4463.54,INV2024021008042
8043,20240210,1054,204,1004,9,0.05,19.63,10.19,176.67,8.83,167.84,91.71,76.13,INV2024021008043
8044,20240210,1124,365,1012,58,0.15,58.23,10.38,3377.34,506.6,2870.74,602.04,2268.7,INV2024021008044
8045,20240210,1334,33,1005,13,0.15,64.22,11.49,834.86,125.23,709.63,149.37,560.26,INV2024021008045
8046,20240210,1038,445,1004,42,0.0,88.7,25.82,3725.4,0.0,3725.4,1084.44,2640.96,INV2024021008046
8047,20240210,1126,107,1019,84,0.0,36.66,42.47,3079.44,0.0,3079.44,3567.48,-488.04,INV2024021008047
8048,20240210,1020,470,1016,19,0.1,71.35,37.43,1355.65,135.56,1220.08,711.17,508.91,INV2024021008048
8049,20240210,1302,696,1014,64,0.15,54.21,46.24,3469.44,520.42,2949.02,2959.36,-10.34,INV2024021008049
8050,20240210,1106,504,1004,4,0.15,96.82,41.87,387.28,58.09,329.19,167.48,161.71,INV2024021008050
8051,20240210,1140,611,1009,26,0.0,37.69,12.47,979.94,0.0,979.94,324.22,655.72,INV2024021008051
8052,20240210,1245,272,1004,51,0.1,51.56,8.34,2629.56,262.96,2366.6,425.34,1941.26,INV2024021008052
8053,20240210,1257,460,1009,18,0.0,55.76,35.17,1003.68,0.0,1003.68,633.06,370.62,INV2024021008053
8054,20240210,1296,273,1012,97,0.0,80.32,32.34,7791.04,0.0,7791.04,3136.98,4654.06,INV2024021008054
8055,20240210,1039,386,1016,84,0.05,85.24,49.97,7160.16,358.01,6802.15,4197.48,2604.67,INV2024021008055
8056,20240210,1225,202,1019,43,0.0,74.94,21.65,3222.42,0.0,3222.42,930.95,2291.47,INV2024021008056
8057,20240210,1191,485,1007,63,0.1,60.53,44.79,3813.39,381.34,3432.05,2821.77,610.28,INV2024021008057
8058,20240210,1290,256,1014,85,0.05,48.2,8.72,4097.0,204.85,3892.15,741.2,3150.95,INV2024021008058
8059,20240210,1044,306,1016,40,0.2,14.51,19.11,580.4,116.08,464.32,764.4,-300.08,INV2024021008059
8060,20240210,1177,217,1004,23,0.1,19.6,43.4,450.8,45.08,405.72,998.2,-592.48,INV2024021008060
8061,20240210,1272,292,1006,75,0.0,92.57,6.72,6942.75,0.0,6942.75,504.0,6438.75,INV2024021008061
8062,20240210,1036,321,1014,59,0.0,68.16,34.41,4021.44,0.0,4021.44,2030.19,1991.25,INV2024021008062
8063,20240210,1090,359,1011,6,0.15,74.22,24.79,445.32,66.8,378.52,148.74,229.78,INV2024021008063
8064,20240210,1206,606,1004,70,0.1,95.09,27.67,6656.3,665.63,5990.67,1936.9,4053.77,INV2024021008064
8065,20240210,1122,634,1022,75,0.2,48.3,28.89,3622.5,724.5,2898.0,2166.75,731.25,INV2024021008065
8066,20240210,1027,688,1017,8,0.1,21.32,28.97,170.56,17.06,153.5,231.76,-78.26,INV2024021008066
8067,20240210,1262,525,1021,88,0.1,46.98,24.7,4134.24,413.42,3720.82,2173.6,1547.22,INV2024021008067
8068,20240210,1231,544,1009,10,0.0,54.76,10.4,547.6,0.0,547.6,104.0,443.6,INV2024021008068
8069,20240210,1086,694,1012,19,0.0,57.8,25.91,1098.2,0.0,1098.2,492.29,605.91,INV2024021008069
8070,20240210,1301,560,1012,24,0.15,73.36,39.87,1760.64,264.1,1496.54,956.88,539.66,INV2024021008070
8071,20240210,1112,269,1018,33,0.0,51.38,45.12,1695.54,0.0,1695.54,1488.96,206.58,INV2024021008071
8072,20240210,1093,703,1008,87,0.2,84.96,7.8,7391.52,1478.3,5913.22,678.6,5234.62,INV2024021008072
8073,20240210,1337,624,1022,71,0.0,76.54,49.58,5434.34,0.0,5434.34,3520.18,1914.16,INV2024021008073
8074,20240210,1171,599,1012,48,0.2,42.26,7.53,2028.48,405.7,1622.78,361.44,1261.34,INV2024021008074
8075,20240210,1290,589,1012,5,0.2,48.2,8.72,241.0,48.2,192.8,43.6,149.2,INV2024021008075
8076,20240210,1230,706,1020,47,0.2,95.08,14.2,4468.76,893.75,3575.01,667.4,2907.61,INV2024021008076
8077,20240210,1110,607,1018,62,0.0,43.35,24.28,2687.7,0.0,2687.7,1505.36,1182.34,INV2024021008077
8078,20240210,1123,253,1013,89,0.0,34.38,36.63,3059.82,0.0,3059.82,3260.07,-200.25,INV2024021008078
8079,20240210,1096,669,1012,77,0.0,49.23,14.87,3790.71,0.0,3790.71,1144.99,2645.72,INV2024021008079
8080,20240210,1224,635,1022,10,0.0,29.36,38.58,293.6,0.0,293.6,385.8,-92.2,INV2024021008080
8081,20240210,1322,654,1010,81,0.1,38.74,43.77,3137.94,313.79,2824.15,3545.37,-721.22,INV2024021008081
8082,20240210,1068,410,1016,40,0.0,27.38,6.06,1095.2,0.0,1095.2,242.4,852.8,INV2024021008082
8083,20240210,1111,593,1005,14,0.1,84.01,43.23,1176.14,117.61,1058.53,605.22,453.31,INV2024021008083
8084,20240210,1278,183,1021,61,0.15,31.65,32.67,1930.65,289.6,1641.05,1992.87,-351.82,INV2024021008084
8085,20240210,1213,311,1011,75,0.1,38.13,37.83,2859.75,285.98,2573.78,2837.25,-263.47,INV2024021008085
8086,20240210,1068,398,1011,46,0.05,27.38,6.06,1259.48,62.97,1196.51,278.76,917.75,INV2024021008086
8087,20240210,1299,179,1012,10,0.0,43.03,11.2,430.3,0.0,430.3,112.0,318.3,INV2024021008087
8088,20240210,1019,242,1016,46,0.0,44.35,7.86,2040.1,0.0,2040.1,361.56,1678.54,INV2024021008088
8089,20240210,1126,87,1015,94,0.0,36.66,42.47,3446.04,0.0,3446.04,3992.18,-546.14,INV2024021008089
8090,20240210,1024,554,1010,55,0.2,58.54,39.31,3219.7,643.94,2575.76,2162.05,413.71,INV2024021008090
8091,20240210,1058,99,1016,50,0.0,59.65,38.36,2982.5,0.0,2982.5,1918.0,1064.5,INV2024021008091
8092,20240210,1263,510,1016,80,0.0,77.72,32.48,6217.6,0.0,6217.6,2598.4,3619.2,INV2024021008092
8093,20240210,1261,476,1007,14,0.1,72.36,13.14,1013.04,101.3,911.74,183.96,727.78,INV2024021008093
8094,20240210,1169,16,1005,30,0.0,98.05,9.07,2941.5,0.0,2941.5,272.1,2669.4,INV2024021008094
8095,20240210,1072,620,1005,4,0.0,13.99,13.55,55.96,0.0,55.96,54.2,1.76,INV2024021008095
8096,20240210,1244,531,1008,39,0.0,81.67,33.41,3185.13,0.0,3185.13,1302.99,1882.14,INV2024021008096
8097,20240210,1141,265,1005,3,0.05,71.98,10.6,215.94,10.8,205.14,31.8,173.34,INV2024021008097
8098,20240210,1171,432,1018,56,0.05,42.26,7.53,2366.56,118.33,2248.23,421.68,1826.55,INV2024021008098
8099,20240210,1104,393,1005,21,0.0,23.71,5.92,497.91,0.0,497.91,124.32,373.59,INV2024021008099
8100,20240210,1262,390,1005,22,0.2,46.98,24.7,1033.56,206.71,826.85,543.4,283.45,INV2024021008100
8101,20240210,1213,374,1011,68,0.05,38.13,37.83,2592.84,129.64,2463.2,2572.44,-109.24,INV2024021008101
8102,20240210,1107,479,1008,23,0.2,91.72,30.91,2109.56,421.91,1687.65,710.93,976.72,INV2024021008102
8103,20240210,1090,677,1019,4,0.0,74.22,24.79,296.88,0.0,296.88,99.16,197.72,INV2024021008103
8104,20240210,1008,430,1017,70,0.0,89.69,33.29,6278.3,0.0,6278.3,2330.3,3948.0,INV2024021008104
8105,20240210,1036,107,1011,38,0.0,68.16,34.41,2590.08,0.0,2590.08,1307.58,1282.5,INV2024021008105
8106,20240210,1142,574,1014,25,0.0,13.59,8.62,339.75,0.0,339.75,215.5,124.25,INV2024021008106
8107,20240210,1240,4,1014,59,0.0,33.04,9.63,1949.36,0.0,1949.36,568.17,1381.19,INV2024021008107
8108,20240210,1218,580,1011,2,0.15,41.65,32.02,83.3,12.5,70.8,64.04,6.76,INV2024021008108
8109,20240210,1175,304,1019,58,0.15,24.22,35.49,1404.76,210.71,1194.05,2058.42,-864.37,INV2024021008109
8110,20240210,1253,496,1011,62,0.15,86.64,16.34,5371.68,805.75,4565.93,1013.08,3552.85,INV2024021008110
8111,20240210,1220,502,1015,97,0.15,30.35,17.54,2943.95,441.59,2502.36,1701.38,800.98,INV2024021008111
8112,20240210,1267,37,1008,37,0.2,88.67,33.85,3280.79,656.16,2624.63,1252.45,1372.18,INV2024021008112
8113,20240210,1301,195,1006,98,0.05,73.36,39.87,7189.28,359.46,6829.82,3907.26,2922.56,INV2024021008113
8114,20240210,1138,363,1021,90,0.0,33.81,15.5,3042.9,0.0,3042.9,1395.0,1647.9,INV2024021008114
8115,20240210,1279,306,1004,79,0.05,58.97,47.9,4658.63,232.93,4425.7,3784.1,641.6,INV2024021008115
8116,20240210,1290,401,1022,21,0.05,48.2,8.72,1012.2,50.61,961.59,183.12,778.47,INV2024021008116
8117,20240210,1139,427,1016,59,0.0,30.23,10.16,1783.57,0.0,1783.57,599.44,1184.13,INV2024021008117
8118,20240210,1024,38,1014,81,0.0,58.54,39.31,4741.74,0.0,4741.74,3184.11,1557.63,INV2024021008118
8119,20240210,1094,265,1004,55,0.1,61.81,44.63,3399.55,339.96,3059.6,2454.65,604.95,INV2024021008119
8120,20240210,1224,296,1021,84,0.0,29.36,38.58,2466.24,0.0,2466.24,3240.72,-774.48,INV2024021008120
8121,20240210,1003,433,1022,72,0.2,59.04,34.24,4250.88,850.18,3400.7,2465.28,935.42,INV2024021008121
8122,20240210,1332,584,1016,71,0.0,50.53,22.39,3587.63,0.0,3587.63,1589.69,1997.94,INV2024021008122
